Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Chevrolet,Impala,2019,4.4,Diesel,Semi-Automatic,139584,2,1,9530
Volkswagen,Golf,2016,4.3,Petrol,Semi-Automatic,139584,3,2,8382
Mercedes,GLA,2006,3.5,Electric,Semi-Automatic,139584,4,5,10899
Chevrolet,Equinox,2003,2,Hybrid,Semi-Automatic,139584,3,1,5791
Hyundai,Elantra,2018,3.7,Electric,Semi-Automatic,139584,3,2,11081
Ford,Explorer,2011,1.4,Hybrid,Semi-Automatic,139584,4,4,6561
Mercedes,C-Class,2002,3.6,Hybrid,Automatic,139584,3,5,9703
Hyundai,Elantra,2019,3.3,Electric,Manual,139584,3,5,12527
Honda,Civic,2019,4,Hybrid,Manual,139584,5,2,12371
Toyota,Corolla,2019,4.2,Electric,Semi-Automatic,139584,5,4,10938
Chevrolet,Malibu,2022,4.8,Petrol,Semi-Automatic,139584,2,2,13542
Toyota,Camry,2016,1.2,Diesel,Manual,139584,4,1,6950
Kia,Rio,2004,3.6,Petrol,Semi-Automatic,139584,4,4,5535
Audi,A3,2009,1.2,Petrol,Automatic,139584,3,5,3988
Ford,Focus,2015,1.9,Electric,Manual,139584,4,5,11488
Volkswagen,Tiguan,2006,2.6,Electric,Manual,139584,5,5,6115
Hyundai,Elantra,2008,2.7,Electric,Automatic,139584,5,2,12665
Kia,Rio,2012,3.6,Petrol,Automatic,139584,2,2,7911
Kia,Sportage,2016,2.1,Electric,Manual,139584,4,5,10318
Ford,Fiesta,2010,1.1,Hybrid,Manual,139584,5,3,7226
Mercedes,E-Class,2018,1.6,Hybrid,Manual,139584,4,4,10531
Chevrolet,Equinox,2001,3.6,Hybrid,Semi-Automatic,139584,2,1,7137
Hyundai,Elantra,2006,3,Diesel,Automatic,139584,3,2,4635
Hyundai,Sonata,2009,4.4,Hybrid,Semi-Automatic,139584,5,3,6541
Volkswagen,Passat,2023,3,Hybrid,Automatic,139584,5,1,11659
Kia,Optima,2006,4.6,Hybrid,Manual,139584,4,3,6051
Kia,Sportage,2002,4.4,Petrol,Automatic,139584,5,5,9500
Chevrolet,Malibu,2003,1.2,Diesel,Semi-Automatic,139584,4,3,5120
Ford,Explorer,2019,1.6,Hybrid,Semi-Automatic,139584,4,4,10714
Hyundai,Sonata,2002,3.1,Hybrid,Semi-Automatic,139584,5,1,3519
Audi,A3,2020,1.7,Hybrid,Semi-Automatic,139584,4,1,11718
Hyundai,Tucson,2002,4.4,Petrol,Manual,139584,4,1,4034
BMW,5 Series,2010,1.1,Petrol,Automatic,139584,4,3,9666
Honda,Accord,2000,2.8,Electric,Automatic,139584,4,2,7825
Toyota,Camry,2004,2.9,Diesel,Automatic,139584,3,5,6597
Volkswagen,Passat,2002,3.1,Diesel,Automatic,139584,5,2,6235
BMW,3 Series,2004,3,Electric,Semi-Automatic,139584,4,1,7494
Toyota,Corolla,2022,4.6,Diesel,Automatic,139584,3,1,15839
Honda,Accord,2007,1.7,Electric,Automatic,139584,2,4,7446
Ford,Focus,2020,1.3,Hybrid,Manual,139584,2,4,9780
Volkswagen,Tiguan,2009,1.5,Electric,Semi-Automatic,139584,4,4,6212
Ford,Explorer,2005,1.9,Diesel,Semi-Automatic,139584,5,2,5420
Chevrolet,Equinox,2004,3,Electric,Manual,139584,3,5,8577
Kia,Sportage,2011,1.7,Hybrid,Manual,139584,4,2,4817
Honda,Accord,2019,2.1,Petrol,Automatic,139584,2,1,13378
Hyundai,Elantra,2004,3.1,Electric,Automatic,139584,2,1,7858
BMW,3 Series,2012,4.5,Petrol,Semi-Automatic,139584,3,1,10636
Kia,Optima,2012,2.7,Electric,Automatic,139584,3,4,10135
Audi,A4,2021,3.6,Diesel,Semi-Automatic,139584,5,4,8954
Mercedes,C-Class,2011,4.8,Diesel,Manual,139584,4,5,9799
Mercedes,GLA,2007,4.8,Petrol,Semi-Automatic,139584,4,4,9456
Audi,Q5,2021,3,Diesel,Semi-Automatic,139584,5,4,8873
Toyota,Camry,2014,4.1,Diesel,Automatic,139584,3,3,13196
Ford,Explorer,2015,4.3,Electric,Manual,139584,3,1,11951
Ford,Fiesta,2016,3.6,Diesel,Manual,139584,4,4,6657
Kia,Rio,2016,1.6,Electric,Automatic,139584,4,5,8282
Audi,A3,2005,2.3,Electric,Manual,139584,3,2,7643
Audi,Q5,2023,3.5,Hybrid,Semi-Automatic,139584,2,2,10998
Volkswagen,Golf,2003,2.5,Electric,Manual,139584,3,1,4783
Kia,Rio,2007,4.7,Electric,Manual,139584,4,3,12527
Honda,Civic,2001,1.8,Electric,Semi-Automatic,139584,4,5,7423
Volkswagen,Golf,2001,2.3,Diesel,Manual,139584,3,2,5419
Kia,Rio,2013,2.7,Hybrid,Manual,139584,5,4,8581
Honda,CR-V,2000,3.5,Hybrid,Semi-Automatic,139584,2,2,4979
Ford,Focus,2014,3.8,Diesel,Semi-Automatic,139584,4,4,10267
Chevrolet,Equinox,2004,2.6,Hybrid,Semi-Automatic,139584,5,3,4207
Ford,Focus,2006,4.4,Hybrid,Automatic,139584,4,4,8524
Hyundai,Elantra,2008,4.5,Electric,Semi-Automatic,139584,4,3,8152
Kia,Optima,2015,3.4,Electric,Manual,139584,4,2,12634
Honda,CR-V,2012,4.9,Electric,Manual,139584,3,2,14507
Ford,Fiesta,2014,4.7,Electric,Automatic,139584,4,2,11256
Hyundai,Elantra,2014,3.7,Petrol,Semi-Automatic,139584,3,5,7928
Audi,A4,2007,1.4,Petrol,Manual,139584,3,3,2551
Ford,Focus,2010,3.9,Hybrid,Automatic,139584,3,5,12641
Audi,A4,2020,4.8,Electric,Manual,139584,2,3,14564
Mercedes,C-Class,2015,2.7,Diesel,Manual,139584,5,5,7673
Ford,Explorer,2008,4.1,Electric,Manual,139584,3,5,6866
Toyota,RAV4,2013,3.8,Hybrid,Automatic,139584,2,1,11306
Volkswagen,Tiguan,2019,4.7,Petrol,Semi-Automatic,139584,4,1,10234
Toyota,RAV4,2015,2,Diesel,Manual,139584,2,3,8090
Hyundai,Sonata,2011,2.5,Petrol,Manual,139584,2,1,8673
BMW,X5,2009,3.8,Electric,Automatic,139584,3,3,12033
Hyundai,Elantra,2019,1.9,Electric,Automatic,139584,4,4,14300
Honda,Accord,2002,2.5,Electric,Automatic,139584,2,2,8306
Ford,Explorer,2003,2.2,Electric,Manual,139584,4,4,7069
Honda,Accord,2005,2.8,Electric,Manual,139584,2,2,5832
Volkswagen,Golf,2000,1,Hybrid,Semi-Automatic,139584,4,1,2974
Mercedes,C-Class,2022,3.6,Diesel,Manual,139584,5,2,9627
Honda,Accord,2000,2.9,Hybrid,Semi-Automatic,139584,5,1,3234
Chevrolet,Malibu,2023,2,Diesel,Manual,139584,2,3,7384
Kia,Rio,2005,2.6,Diesel,Semi-Automatic,139584,5,4,7918
Audi,A3,2018,3.3,Hybrid,Semi-Automatic,139584,3,2,8311
Chevrolet,Equinox,2015,3.2,Diesel,Automatic,139584,4,4,12091
BMW,X5,2021,5,Petrol,Semi-Automatic,139584,2,4,13427
Volkswagen,Golf,2023,1.6,Petrol,Automatic,139584,5,5,11431
Hyundai,Tucson,2004,4.2,Hybrid,Manual,139584,3,5,5063
Mercedes,GLA,2019,2.9,Petrol,Semi-Automatic,139584,3,3,7750
Ford,Fiesta,2014,4.7,Petrol,Semi-Automatic,139584,5,2,11282
Ford,Explorer,2006,3.1,Electric,Semi-Automatic,139584,2,3,5947
Audi,A4,2020,1.3,Hybrid,Manual,139584,4,1,6742
BMW,5 Series,2020,2.7,Hybrid,Semi-Automatic,139584,3,4,11614
Mercedes,GLA,2018,2,Hybrid,Automatic,139584,5,5,11608
Ford,Focus,2009,3,Diesel,Manual,139584,3,2,8717
Honda,CR-V,2020,2.4,Hybrid,Manual,139584,2,3,11436
Chevrolet,Impala,2010,1.8,Hybrid,Manual,139584,5,1,5340
BMW,X5,2000,1.1,Hybrid,Automatic,139584,3,2,4869
Hyundai,Elantra,2022,2.8,Diesel,Automatic,139584,5,5,9989
BMW,5 Series,2012,1.7,Petrol,Automatic,139584,5,4,7629
Audi,A4,2021,2.7,Petrol,Manual,139584,2,2,7428
Kia,Rio,2021,3.6,Petrol,Automatic,139584,4,3,13911
Ford,Fiesta,2007,3.4,Electric,Manual,139584,3,1,9084
Hyundai,Sonata,2009,4.1,Diesel,Manual,139584,2,5,9558
Hyundai,Sonata,2007,2.3,Electric,Manual,139584,2,3,8974
Ford,Focus,2010,1.2,Electric,Automatic,139584,4,4,7390
Toyota,Camry,2010,4.7,Petrol,Semi-Automatic,139584,5,1,8693
Volkswagen,Tiguan,2006,3.1,Electric,Automatic,139584,5,1,9796
Ford,Fiesta,2009,2.4,Petrol,Automatic,139584,4,4,10247
Audi,A3,2002,3.2,Hybrid,Automatic,139584,2,5,8264
Mercedes,C-Class,2017,2.3,Electric,Semi-Automatic,139584,4,1,12690
Ford,Explorer,2007,1.1,Diesel,Semi-Automatic,139584,4,2,2061
Honda,CR-V,2015,2.2,Electric,Manual,139584,4,5,9519
Mercedes,GLA,2018,4.8,Hybrid,Automatic,139584,3,4,14623
Honda,CR-V,2001,4.3,Petrol,Semi-Automatic,139584,3,4,7349
Mercedes,C-Class,2013,1.5,Hybrid,Automatic,139584,5,4,8025
Honda,CR-V,2004,1.3,Electric,Automatic,139584,5,1,6313
Audi,A3,2019,3.1,Diesel,Semi-Automatic,139584,3,5,9469
Chevrolet,Malibu,2011,4.8,Electric,Automatic,139584,2,4,14703
Kia,Rio,2006,4.9,Electric,Manual,139584,4,3,12149
Kia,Rio,2002,3.3,Diesel,Automatic,139584,3,2,4442
Hyundai,Tucson,2010,3.6,Diesel,Semi-Automatic,139584,5,5,9942
Kia,Optima,2003,1.5,Electric,Automatic,139584,2,3,5139
Ford,Fiesta,2011,5,Petrol,Automatic,139584,4,5,11399
BMW,X5,2007,2,Electric,Automatic,139584,2,5,7193
Volkswagen,Golf,2012,1.5,Electric,Semi-Automatic,139584,5,4,10801
Toyota,RAV4,2016,1.5,Electric,Semi-Automatic,139584,4,3,11714
BMW,X5,2007,2.1,Electric,Manual,139584,5,4,9333
Chevrolet,Impala,2018,3.9,Hybrid,Automatic,139584,4,3,15458
BMW,5 Series,2016,3.1,Petrol,Automatic,139584,2,3,11848
Mercedes,GLA,2005,3.5,Hybrid,Manual,139584,4,4,5005
Volkswagen,Tiguan,2012,2.8,Diesel,Manual,139584,5,2,10049
Audi,A4,2009,3.3,Electric,Semi-Automatic,139584,5,2,9986
Ford,Focus,2013,3.5,Electric,Manual,139584,2,1,9815
Ford,Fiesta,2012,3.4,Electric,Automatic,139584,3,3,13261
Toyota,Camry,2014,2.8,Petrol,Semi-Automatic,139584,2,5,5542
Hyundai,Elantra,2010,4.5,Hybrid,Manual,139584,3,1,10724
Mercedes,GLA,2005,3.8,Electric,Automatic,139584,5,2,9700
Hyundai,Tucson,2020,2.7,Petrol,Automatic,139584,2,3,11697
Audi,Q5,2017,3.4,Petrol,Semi-Automatic,139584,4,3,8914
Ford,Explorer,2001,1.1,Hybrid,Manual,139584,3,5,2068
Ford,Explorer,2005,2.1,Electric,Automatic,139584,5,2,10399
Volkswagen,Tiguan,2017,3.3,Electric,Automatic,139584,4,3,11969
Kia,Sportage,2014,1.3,Diesel,Semi-Automatic,139584,5,5,5992
Toyota,Corolla,2014,4.7,Petrol,Semi-Automatic,139584,5,3,10712
Mercedes,E-Class,2003,1.9,Petrol,Automatic,139584,5,1,4177
Mercedes,C-Class,2007,2,Petrol,Semi-Automatic,139584,5,1,5826
Kia,Sportage,2017,3.4,Diesel,Manual,139584,2,2,9608
Audi,A4,2022,1.4,Electric,Manual,139584,3,4,12408
Chevrolet,Impala,2004,1.8,Diesel,Semi-Automatic,139584,4,2,4102
Hyundai,Sonata,2002,2.4,Petrol,Automatic,139584,3,5,6140
Audi,A4,2018,1.6,Diesel,Manual,139584,3,5,7499
BMW,3 Series,2001,4.7,Diesel,Semi-Automatic,139584,3,3,6940
Mercedes,GLA,2003,2.2,Hybrid,Semi-Automatic,139584,3,5,7852
Ford,Fiesta,2001,2.6,Electric,Semi-Automatic,139584,2,2,8998
Toyota,Corolla,2014,1.2,Electric,Automatic,139584,4,4,8684
Volkswagen,Golf,2022,4.1,Hybrid,Semi-Automatic,139584,4,3,15491
Volkswagen,Tiguan,2009,2.1,Diesel,Automatic,139584,5,1,6063
BMW,3 Series,2001,4.2,Electric,Automatic,139584,5,3,6670
BMW,5 Series,2017,2.7,Electric,Automatic,139584,2,3,14938
Toyota,Corolla,2015,4.9,Electric,Manual,139584,5,2,9656
Mercedes,C-Class,2020,1.2,Petrol,Manual,139584,5,5,9299
Toyota,Corolla,2018,3.5,Petrol,Automatic,139584,3,5,9883
Ford,Fiesta,2020,2.9,Hybrid,Automatic,139584,4,4,13032
Kia,Sportage,2020,2.7,Diesel,Automatic,139584,5,3,12556
Honda,CR-V,2016,3.2,Diesel,Manual,139584,5,1,7021
Ford,Focus,2001,4.1,Diesel,Semi-Automatic,139584,2,5,6735
Volkswagen,Golf,2010,4.6,Hybrid,Semi-Automatic,139584,5,5,10905
Chevrolet,Malibu,2015,4.3,Petrol,Semi-Automatic,139584,4,1,9086
Honda,Civic,2007,3,Diesel,Manual,139584,3,1,8292
Kia,Sportage,2015,3.5,Diesel,Manual,139584,2,3,9738
BMW,5 Series,2023,1.8,Electric,Semi-Automatic,139584,2,4,10540
Ford,Explorer,2000,1.8,Hybrid,Manual,139584,3,4,2445
Volkswagen,Passat,2000,4.8,Electric,Automatic,139584,2,2,9235
BMW,3 Series,2008,4.4,Petrol,Semi-Automatic,139584,5,1,5539
Toyota,Corolla,2015,3,Electric,Manual,139584,3,3,11548
Honda,CR-V,2004,3.9,Electric,Automatic,139584,4,5,10771
Honda,Civic,2018,2.2,Hybrid,Automatic,139584,5,3,9657
Toyota,RAV4,2002,1.7,Petrol,Automatic,139584,4,4,2598
Kia,Sportage,2001,3.3,Electric,Semi-Automatic,139584,4,4,4530
Honda,Civic,2007,1.6,Electric,Semi-Automatic,139584,4,3,8102
Volkswagen,Tiguan,2023,4.6,Diesel,Automatic,139584,3,1,13231
Hyundai,Sonata,2020,3.4,Hybrid,Automatic,139584,3,4,15692
Honda,CR-V,2022,3,Diesel,Automatic,139584,5,2,13298
Volkswagen,Golf,2003,4.2,Petrol,Automatic,139584,4,1,8853
Ford,Explorer,2011,1.1,Diesel,Manual,139584,2,5,6043
Volkswagen,Passat,2006,3.3,Hybrid,Semi-Automatic,139584,3,1,6137
Audi,Q5,2019,1.5,Hybrid,Automatic,139584,2,2,7819
Honda,Civic,2000,3.6,Hybrid,Semi-Automatic,139584,2,2,7279
Hyundai,Tucson,2017,4.3,Diesel,Semi-Automatic,139584,5,2,9693
Kia,Sportage,2003,2.3,Diesel,Automatic,139584,5,1,6030
Volkswagen,Tiguan,2011,4.2,Hybrid,Manual,139584,5,5,11615
BMW,5 Series,2009,1.8,Electric,Semi-Automatic,139584,2,1,8292
Toyota,RAV4,2021,3.3,Diesel,Automatic,139584,5,2,9375
Mercedes,C-Class,2000,4.2,Petrol,Manual,139584,5,2,2898
Mercedes,E-Class,2015,2.4,Diesel,Semi-Automatic,139584,4,5,5789
Toyota,Corolla,2016,3.7,Diesel,Semi-Automatic,139584,5,2,8773
Volkswagen,Tiguan,2019,3.9,Electric,Manual,139584,4,1,13034
Honda,Accord,2020,3.6,Hybrid,Semi-Automatic,139584,5,5,13674
BMW,X5,2021,1.7,Petrol,Semi-Automatic,139584,5,2,11135
Chevrolet,Impala,2013,2.2,Electric,Automatic,139584,3,1,9763
Hyundai,Elantra,2023,4.3,Petrol,Semi-Automatic,139584,4,2,14309
Chevrolet,Malibu,2014,2.2,Electric,Automatic,139584,3,1,13041
Audi,Q5,2014,4,Petrol,Semi-Automatic,139584,2,4,7556
Volkswagen,Tiguan,2011,4.9,Petrol,Semi-Automatic,139584,2,4,6588
Ford,Focus,2017,3.6,Petrol,Semi-Automatic,139584,5,4,7523
Volkswagen,Tiguan,2020,2.3,Petrol,Automatic,139584,4,1,11208
Ford,Explorer,2019,3.7,Electric,Manual,139584,2,2,10804
BMW,3 Series,2019,3.2,Electric,Manual,139584,5,5,10022
Ford,Explorer,2010,1.6,Petrol,Manual,139584,3,4,7971
Kia,Optima,2001,4.2,Electric,Semi-Automatic,139584,3,5,6806
Toyota,Corolla,2001,4.8,Electric,Semi-Automatic,139584,2,3,9045
Kia,Rio,2023,3.4,Petrol,Manual,139584,4,3,10850
Audi,A4,2011,2.8,Petrol,Manual,139584,3,5,8104
Kia,Sportage,2017,2.6,Electric,Automatic,139584,2,1,13130
Hyundai,Sonata,2022,3.1,Hybrid,Automatic,139584,3,5,15733
Volkswagen,Golf,2016,2.8,Hybrid,Automatic,139584,2,1,9820
BMW,5 Series,2018,3.9,Electric,Manual,139584,5,3,11061
Ford,Fiesta,2014,2.8,Electric,Semi-Automatic,139584,5,1,10365
Hyundai,Elantra,2001,4.1,Petrol,Manual,139584,2,3,4759
Hyundai,Elantra,2005,2.7,Hybrid,Automatic,139584,2,3,9889
Ford,Explorer,2003,1.4,Diesel,Automatic,139584,3,3,2547
Mercedes,GLA,2002,4.8,Diesel,Automatic,139584,2,1,6022
BMW,5 Series,2022,1.6,Petrol,Automatic,139584,2,1,11555
BMW,3 Series,2012,4.1,Hybrid,Semi-Automatic,139584,5,5,7417
Kia,Rio,2006,1.1,Hybrid,Automatic,139584,2,2,8068
Mercedes,C-Class,2020,2.3,Electric,Manual,139584,3,4,11058
Hyundai,Elantra,2018,3,Hybrid,Manual,139584,2,4,9304
Honda,CR-V,2000,2.4,Electric,Automatic,139584,5,3,7544
Volkswagen,Passat,2018,3.5,Electric,Manual,139584,4,3,14101
BMW,X5,2011,3.3,Hybrid,Semi-Automatic,139584,5,1,10513
Toyota,Camry,2005,4.4,Petrol,Automatic,139584,4,2,9002
Honda,Accord,2002,1.7,Hybrid,Manual,139584,4,2,4806
Ford,Explorer,2017,5,Electric,Semi-Automatic,139584,4,1,12714
Audi,A4,2009,4.5,Petrol,Automatic,139584,3,3,10401
Audi,A4,2000,3.8,Petrol,Semi-Automatic,139584,5,1,6629
BMW,5 Series,2005,3.9,Diesel,Semi-Automatic,139584,2,3,7020
Mercedes,GLA,2020,1.7,Diesel,Automatic,139584,3,3,10911
Mercedes,GLA,2002,4.6,Electric,Automatic,139584,5,4,12231
Audi,Q5,2010,3.8,Diesel,Automatic,139584,3,1,12018
Chevrolet,Equinox,2017,1.8,Petrol,Semi-Automatic,139584,5,5,9070
Honda,Civic,2015,2.3,Electric,Semi-Automatic,139584,4,5,8751
Hyundai,Elantra,2012,2.6,Petrol,Semi-Automatic,139584,5,2,4472
Chevrolet,Impala,2023,2.1,Petrol,Automatic,139584,5,4,13768
Chevrolet,Equinox,2003,3.3,Hybrid,Automatic,139584,2,3,8797
Chevrolet,Equinox,2012,1.4,Diesel,Semi-Automatic,139584,3,5,6528
Ford,Explorer,2003,4.9,Diesel,Automatic,139584,4,3,5418
Mercedes,E-Class,2004,1.2,Diesel,Automatic,139584,4,1,5161
Volkswagen,Passat,2015,4.2,Petrol,Automatic,139584,3,2,9025
Audi,A4,2010,3.4,Hybrid,Automatic,139584,3,2,7360
Chevrolet,Malibu,2002,1.7,Electric,Manual,139584,5,1,4110
Honda,CR-V,2002,1.8,Electric,Manual,139584,2,3,5312
Chevrolet,Malibu,2000,2.8,Petrol,Manual,139584,5,3,2000
BMW,3 Series,2011,2.8,Hybrid,Manual,139584,4,4,7629
Hyundai,Sonata,2004,4,Petrol,Manual,139584,5,2,8957
Audi,A4,2017,2.6,Petrol,Automatic,139584,4,5,7697
Toyota,Camry,2012,4.1,Hybrid,Automatic,139584,5,1,12340
Audi,A3,2010,4.6,Electric,Automatic,139584,3,3,10679
Toyota,Corolla,2004,2.6,Petrol,Automatic,139584,2,4,7633
Mercedes,GLA,2012,4.7,Electric,Semi-Automatic,139584,2,3,9379
Kia,Rio,2021,1.4,Hybrid,Manual,139584,4,1,10489
BMW,5 Series,2020,4.1,Hybrid,Automatic,139584,3,1,15396
Honda,Civic,2011,4.6,Petrol,Semi-Automatic,139584,3,2,9276
Audi,A4,2018,3.3,Hybrid,Manual,139584,2,1,10373
BMW,3 Series,2011,3.9,Petrol,Automatic,139584,3,3,12176
Toyota,RAV4,2019,3.6,Diesel,Manual,139584,3,2,11430
Ford,Focus,2010,1.2,Electric,Automatic,139584,5,3,7510
Honda,Accord,2023,5,Petrol,Manual,139584,5,2,11233
BMW,X5,2000,3.3,Diesel,Manual,139584,3,4,3519
Audi,A4,2022,4.6,Hybrid,Semi-Automatic,139584,2,4,11768
Volkswagen,Tiguan,2017,2.6,Hybrid,Automatic,139584,5,1,9635
Audi,A3,2007,3.7,Electric,Automatic,139584,4,3,9129
Audi,Q5,2019,1.4,Diesel,Automatic,139584,2,3,7080
Ford,Fiesta,2006,2.7,Hybrid,Manual,139584,2,2,8569
Chevrolet,Malibu,2001,4.9,Petrol,Manual,139584,2,2,7896
Mercedes,C-Class,2015,4.4,Hybrid,Semi-Automatic,139584,5,4,11210
Chevrolet,Impala,2005,3.1,Hybrid,Semi-Automatic,139584,2,4,8849
Hyundai,Tucson,2020,2.3,Hybrid,Semi-Automatic,139584,4,1,9559
Toyota,Corolla,2023,3.4,Hybrid,Semi-Automatic,139584,3,2,15018
BMW,5 Series,2002,4.7,Diesel,Semi-Automatic,139584,4,4,3930
Ford,Explorer,2012,1.7,Diesel,Semi-Automatic,139584,2,4,9021
Honda,Civic,2009,2.3,Petrol,Manual,139584,2,2,5444
Ford,Focus,2019,4.6,Diesel,Automatic,139584,3,5,13072
BMW,X5,2009,3.1,Petrol,Manual,139584,2,4,8588
Honda,CR-V,2017,1.6,Electric,Semi-Automatic,139584,4,3,10289
BMW,3 Series,2004,3,Electric,Manual,139584,3,5,5988
Hyundai,Tucson,2021,3.9,Diesel,Automatic,139584,2,4,11452
Hyundai,Tucson,2004,4,Hybrid,Automatic,139584,4,2,8335
Honda,Civic,2019,3.2,Diesel,Manual,139584,3,2,9834
Chevrolet,Malibu,2022,4.8,Hybrid,Semi-Automatic,139584,2,4,14154
Chevrolet,Impala,2014,2,Petrol,Automatic,139584,5,5,8162
Toyota,Corolla,2017,1.6,Electric,Semi-Automatic,139584,3,3,11872
Ford,Fiesta,2005,4.2,Petrol,Manual,139584,4,1,7292
BMW,3 Series,2018,5,Diesel,Manual,139584,3,2,11658
Mercedes,E-Class,2014,1.7,Petrol,Manual,139584,3,3,8088
Honda,Civic,2002,4.3,Diesel,Manual,139584,4,1,3490
Kia,Rio,2004,3.7,Diesel,Automatic,139584,4,5,9120
Volkswagen,Golf,2010,3.1,Hybrid,Semi-Automatic,139584,5,4,5889
Kia,Sportage,2015,4,Hybrid,Semi-Automatic,139584,5,5,10370
Toyota,Corolla,2014,1.4,Electric,Semi-Automatic,139584,4,4,8228
Mercedes,C-Class,2020,1.6,Petrol,Automatic,139584,3,1,8031
Mercedes,E-Class,2018,2.2,Electric,Manual,139584,3,1,12330
Honda,Accord,2003,2.2,Electric,Manual,139584,2,3,3628
Kia,Sportage,2012,2.7,Electric,Semi-Automatic,139584,3,4,10132
Honda,Civic,2022,1.2,Petrol,Semi-Automatic,139584,5,2,9536
Kia,Sportage,2005,3,Electric,Automatic,139584,4,4,11057
Kia,Optima,2020,1.3,Petrol,Automatic,139584,4,5,12875
Toyota,RAV4,2007,4.9,Hybrid,Semi-Automatic,139584,2,4,8230
Chevrolet,Equinox,2007,2.9,Diesel,Manual,139584,3,4,6909
Volkswagen,Golf,2022,4.6,Diesel,Manual,139584,2,3,12394
Hyundai,Tucson,2022,1.3,Diesel,Semi-Automatic,139584,2,4,10266
Honda,CR-V,2022,3.8,Electric,Manual,139584,3,5,14682
Chevrolet,Equinox,2010,2.4,Electric,Semi-Automatic,139584,3,2,9739
Volkswagen,Passat,2007,3,Electric,Manual,139584,3,3,5751
BMW,5 Series,2018,4.6,Diesel,Manual,139584,3,1,10221
Audi,A4,2006,2.6,Petrol,Automatic,139584,4,4,4269
Honda,Civic,2008,4.5,Hybrid,Automatic,139584,3,1,10686
BMW,5 Series,2023,2.7,Diesel,Semi-Automatic,139584,5,4,10663
Audi,Q5,2012,3.3,Hybrid,Semi-Automatic,139584,2,5,11057
Chevrolet,Equinox,2015,2.9,Diesel,Semi-Automatic,139584,2,2,9175
Toyota,Corolla,2013,1.7,Electric,Semi-Automatic,139584,3,2,6726
Chevrolet,Malibu,2023,3.6,Hybrid,Manual,139584,4,5,11478
Toyota,RAV4,2003,3.7,Hybrid,Semi-Automatic,139584,5,1,4734
Toyota,Corolla,2020,2.8,Hybrid,Semi-Automatic,139584,2,3,9896
BMW,X5,2001,2.8,Hybrid,Automatic,139584,4,3,7202
Honda,Civic,2011,4.4,Hybrid,Semi-Automatic,139584,2,5,12106
BMW,5 Series,2008,4.6,Petrol,Automatic,139584,2,3,8369
Mercedes,C-Class,2020,4.3,Petrol,Semi-Automatic,139584,5,1,9497
Honda,CR-V,2006,2.6,Electric,Semi-Automatic,139584,2,5,7971
Chevrolet,Impala,2016,1.2,Hybrid,Manual,139584,4,4,9490
Honda,CR-V,2020,1.1,Electric,Manual,139584,4,1,8567
Kia,Sportage,2004,3.4,Electric,Automatic,139584,4,2,10320
Volkswagen,Passat,2005,1.5,Petrol,Manual,139584,5,4,2740
Hyundai,Sonata,2012,1.8,Hybrid,Manual,139584,2,1,9016
Hyundai,Sonata,2012,3.1,Electric,Automatic,139584,3,3,10073
Ford,Fiesta,2018,2,Petrol,Manual,139584,4,3,11396
Audi,Q5,2016,4.4,Hybrid,Semi-Automatic,139584,4,3,10670
BMW,X5,2019,4,Hybrid,Manual,139584,5,2,10025
Toyota,Camry,2012,3.9,Diesel,Manual,139584,2,4,11147
Audi,Q5,2012,1.3,Petrol,Automatic,139584,4,4,8713
BMW,X5,2014,3.8,Hybrid,Automatic,139584,5,4,11115
Toyota,RAV4,2023,1,Electric,Automatic,139584,3,4,12863
Mercedes,C-Class,2002,1.8,Electric,Semi-Automatic,139584,5,5,3764
Ford,Explorer,2014,2.5,Diesel,Automatic,139584,4,2,8859
Hyundai,Elantra,2014,3.1,Electric,Automatic,139584,4,1,12587
Mercedes,C-Class,2013,3.8,Diesel,Semi-Automatic,139584,5,1,6062
Toyota,Corolla,2016,3.8,Electric,Semi-Automatic,139584,5,5,9167
Kia,Rio,2016,1.7,Hybrid,Manual,139584,4,1,9508
Ford,Explorer,2007,1.8,Hybrid,Semi-Automatic,139584,4,2,3100
Hyundai,Elantra,2019,1.2,Petrol,Automatic,139584,2,4,7678
Kia,Rio,2018,4.4,Diesel,Manual,139584,2,4,13165
Volkswagen,Golf,2010,2.9,Electric,Manual,139584,5,3,7001
Hyundai,Tucson,2015,3.1,Petrol,Manual,139584,3,2,6552
Honda,Accord,2000,1.4,Diesel,Automatic,139584,5,4,5613
Hyundai,Tucson,2007,1.7,Diesel,Automatic,139584,4,2,4064
Audi,A3,2008,3.9,Hybrid,Automatic,139584,3,5,8545
BMW,3 Series,2019,4,Electric,Semi-Automatic,139584,4,1,13591
Volkswagen,Tiguan,2023,1.5,Diesel,Automatic,139584,2,2,8925
Volkswagen,Golf,2006,4.6,Diesel,Automatic,139584,5,4,10302
Kia,Optima,2002,2.7,Diesel,Automatic,139584,5,5,3022
Honda,CR-V,2019,1.1,Petrol,Automatic,139584,4,1,9217
Hyundai,Elantra,2012,4.7,Diesel,Semi-Automatic,139584,2,2,12368
Audi,A3,2012,3.3,Electric,Semi-Automatic,139584,4,4,9871
BMW,3 Series,2020,3.1,Hybrid,Automatic,139584,2,5,12574
Volkswagen,Golf,2022,2.3,Electric,Automatic,139584,3,5,13744
